Fertilizer,Pesticide,Seed_Rate_kg_per_ha,Annual_Rainfall,Actual_Temp,Rain_Anomaly,Temp_Deviation,Net Ground Water Availability for future use,Stage of Ground Water Extraction (%),Yield_Potential_quintal_per_ha,Climate_Stress_Index,Soil_Nutrient_Index,Fert_Rain_Interaction,Temp_Rain_Interaction,Heat_Stress_Quadratic,Harmonic_Resource_Index,Growth_Power_Law,Synergy_Log,Nutrient_Efficiency_Index,Pesticide_Per_Area,Water_Fertilizer_Ratio,Crop_Kc_Peak,Crop_Maturity,Crop_Water_Req,State_Avg_Rain,State_GW_Stress,Heat_Drought_Index,Growing_Stress,Rain_Efficiency,Black_Swan_Flood,Black_Swan_Heatwave,Season,Variety_Encoded,target_log
153.9562827253356,0.3432740648755259,60.98624864255663,1193.89583051122,17.04084873506812,18.757755701262127,0.0,184433.39,29.474545454545456,36.14390811648463,0.15218049326320573,0.0,184.07669247506877,20.327177693344183,53.990508849352274,272.682484309813,180.46096111502618,0.590171810997794,1.999999987003283e-06,0.0009863779764345097,7.74703601151494,1.15,120.0,600.0,1100.0,0.6,0.5869349969970626,0.24460784526316803,66.24202233431794,0.0,0.0,1.0,1.045214904464854,1.5086069681861116
156.38910240451588,0.33652745749134816,2500.0,811.4447986782745,29.03903322264708,0.0,1.66223491694708,426060.85,75.64612903225807,600.0,0.0,1.0,126.701650085783,23.54901859713884,2.7884399977419663,261.70111796652407,259.26746496258755,0.9323458838976396,1.987292139589958,0.00019893637254604654,5.19789392764425,1.15,120.0,600.0,1100.0,0.6,0.4503747829649034,1.0514022442629372,27.029970056830045,0.0,0.0,1.0,3.0451533597608895,3.8717077881836803
155.55782748558937,0.34009516100605425,82.90443427573052,752.3495646667913,24.020052613367984,143.41673638901355,1.1834244357535324,2299.43,135.0225,59.95241949697288,0.14760105991740938,0.07988219312802776,117.04621167101682,18.107645351297737,37.16164820131098,257.807833092513,226.2580932795962,0.6221449216010532,0.15960156870981454,3.6778727010798824e-05,4.837036898812067,1.15,120.0,600.0,700.0,1.2,0.0,0.8246605761848382,32.41143156146718,0.0,0.4952419496972881,1.504758050302712,1.1762735932664823,1.5033497147661086
161.89662169826408,0.34946018095776527,175.0,984.178377686831,27.82080972856335,36.506949115402435,0.4109175562633513,565688.62,87.170625,15000.0,0.0,0.0,159.35726421443204,27.380580372887422,0.16887687424199876,278.0535847693271,257.85422398137285,0.5920756713261901,1.999999987644764e-06,7.952518040167021e-07,6.078975184485649,1.15,120.0,600.0,950.0,0.81,0.0,0.785774136678468,34.14825816683881,0.0,0.0,4.0,2.0052120337411172,2.342207669075559
150.96,0.33,5.69035442425064,687.6,24.8,0.0,0.0,1231396.3,43.92153846153846,23.8433634632152,0.0,0.5732450205333776,103.80009600000001,17.05248,4.822159847629373,247.56748853031988,228.2374754256153,0.7853657377333285,1.1394639778495754,2.70382340281766e-06,4.554848936441117,1.15,120.0,600.0,900.0,0.6,0.0,0.8931745570723207,26.651162790697676,0.0,0.0,2.0,0.9435347399681793,1.2971215804112404
163.68849230800544,0.35311400064903786,125.0,1116.431678130771,22.21201995456735,309.0983447974377,0.21201995456734968,797646.84,58.96212121212121,55.0,0.0,0.1582583835564803,182.67463027929927,24.808803447960212,0.3026092245336306,285.4634157267641,223.80048629457576,0.6583181658675753,0.3162129104182917,4.1204069241885356e-07,6.826004878554026,1.15,120.0,600.0,800.0,0.64,0.0,0.4415327655856495,48.10060731163334,0.0,0.0,2.0,1.1117158403103202,1.4205189349850333
151.1155251893727,0.3151514316632281,8000.0,2184.152002851385,23.118256469537773,115.72270996249587,0.0,2142976.56,14.147857142857143,1100.0,0.0,1.0,330.09482028494006,50.50147512495878,23.86293688043107,282.6702282729049,218.05091653972315,0.9222394170198247,1.9868536938259462,1.0790879295368364e-05,14.45240799355783,1.25,330.0,2000.0,2500.0,0.15,0.0,0.244618808174999,90.55193321963276,0.0,0.0,4.0,3.699653823320093,3.6375194055437245
163.53115928382607,0.3449956417901277,2500.0,1066.6238128250493,27.612388865648253,259.2904794917159,9.612388865648255,797646.84,58.96212121212121,280.0,1.5126943198366203,1.0,174.19177978247012,29.47450685262664,92.44681678134738,283.1489568316798,258.26819523290015,0.936321656533776,1.9878438767815905,3.2221087026648697e-06,6.5323529728154925,1.0,100.0,500.0,800.0,0.64,0.0,0.7203282892826184,37.25293099060207,0.0,1.0,4.0,2.4484462310624857,3.303391288556927
161.01410166846136,0.3574741491483529,175.0,1962.6205757137816,28.38864605442302,12.911602180487307,0.9787538821230193,5852.273611062454,55.21006868747595,15000.0,0.19159578477968142,0.0,315.0491542565845,55.44778412038764,1.288864472138831,296.5269599646233,260.39147891782795,0.5944261697678243,1.9999999875766664e-06,0.00014362924092404543,12.228755205764095,1.15,120.0,600.0,1100.0,0.6,0.0,0.43280377499816913,67.12583497239521,0.0,0.0,4.0,1.9721442435161902,1.8461727428850783
150.95999999999998,0.32999999999999996,2500.0,1238.5,25.26693706323474,37.16003131034495,7.266937063234738,541171.47,75.89566666666666,280.0,0.0,1.0,186.96395999999996,31.29310155281622,53.479388396109236,269.11744292076423,231.03769964140128,0.9292812733551664,1.9868406155983205,3.3335716462666964e-05,8.204159988048756,1.0,100.0,500.0,1200.0,0.7,0.0,0.515602357944784,47.195427984469724,0.0,1.0,1.6684269751524499,2.4580239665068433,2.310491487062087
